text,label
Carnival Cruise Lines will now FREE CruisesCarnival Cruise Lines will offer FREE Tuesday 14 July 94893 Carnival now offering Free Cruises to those effected by Hurricane . Just call Carnival Message John and you want a stress free cruise with ( hash tag ) Carnivalfamily they will have you up on a 4-7 night cruise of your choice . Just pay taxes and port . You also will receive $ 100 per . ( hash ) Carnivalfamily \ Report Abuse a,1
"Debbie Wasserman Schultz Aide Arrested Trying to Flee the CountryGet breaking news alerts and special reports . The news and courtyard stories that matter , delivered weekday mornings . An aide for Rep. Debbie Wasserman Schultz , D-Fla. , has been arrested for attempting to flee the country and charged with bank fraud , officials said . Imran Awan , 37 , was arrested on Monday by FBI agents and U.S. Capitol Police at Dulles International Airport trying to fly to Lahore , Pakistan . Awan was arraigned in U.S. District Court on Tuesday with one count of bank fraud , a federal offense , and he pleaded not guilty . Officials said Awan and his wife , Hina Alvi , defrauded the Congressional Federal Credit Union for $ 165,000 by lying on a home equity loan application , according to federal court documents . Awan worked as an information technology staffer for Wasserman Schultz , a former chairwoman of the Democratic National Committee . David Damron , a spokesman for her office , said he was fired Tuesday . Congresswoman and DNC Chair Debbie Wasserman Schultz on December 19 , 2015 . Pacific Press / LightRocket via Getty Images '' Mr. Awan previously served as an employee in our office , but his services have been terminated , '' Damron said in a emailed statement . Let our news meet your inbox . The news and stories that matters , delivered weekday mornings . This site is protected by recaptcha Awan and his wife , who also worked as a House aide , applied for the loan in December last year and told the loan officer that their Virginia residence listed on the application to secure the loan was not used as a rental property , court documents said . The credit union does not provide loans based on homes that are used for rental income because they are a `` riskier '' forms of collateral , according to court documents . However , federal agents interviewed several unidentified people who had rental agreements with the couple at the residence , according to court documents . The credit union also required that the home listed on the application to be the primary residence of Awan and his wife . However , through surveillance , federal agents noted in court records that the couple was also residing at two other residences . Awan 's wife initiated a $ 283,000 wire transfer in January 2017 through the credit union to Faisalabad , Pakistan , which included the $ 165,000 loan , according to court documents . His wife and their three children left the country in March with operate $ 12,700 cash from Dulles International Airport to Lahore , according to court documents . Officials said they do not believe that his wife plans to return to the U.S. Awan was released after his arraignment and is under a `` high-intensity supervision program , '' said Bill Miller , a U.S. Attorney ’ s office spokesman . Awan received a GPS monitor and has a 10 p.m. to 6 a.m. curfew . He also must remain in a 50-mile radius of his Virginia residence . Awan was also ordered to turn over all of his passports . A hearing is slated for August 21 . Awan ’ s lawyer , Christopher Gowen , said the charges are politically-motivated and `` began as part of a frenzy of anti-Muslim bigotry in the literal heart of our democracy , the House of Representatives . '' `` For months we have had utterly unsupported , outlandish , and slanderous statements targeting Mr. Awan coming not just from the ultra-right-wing 'pizzagate ' media but from sitting members of Congress , '' Gowen said in an emailed statement . `` Now we have the Justice Department showing up with a complaint about disclosures on a modest real estate matter . To an extent , the situation speaks for itself . ''",1
"The pro-Russia , pro-weed , pro-Assange GOP congressman who will be tough to beatCOSTA MESA , Orange County — It was a surreal visit to Rep. Dana Rohrabacher ’ s Orange County home . The 15-term Republican greeted me in bare feet , sitting on his front step making fundraising phone calls while wearing a stained white T-shirt and khakis he bought at Goodwill . Later , he proudly showed me a blazer he scored there for $ 10 . Then again , Ronald Reagan ’ s 70-year-old former White House speech writer is a surreal kind of guy . He ’ s a hero to weed-lovers for being a Republican at the forefront of the pro-marijuana legalization movement , and a pariah to fellow Republicans for being so pro-Russia that House Majority Leader Kevin McCarthy once jokingly said that “ Putin pays ” him . He wants to cut a deal with Wikileaks founder Julian Assange , and thinks the Charlottesville riots were staged by liberals and were “ a total hoax. ” He ’ s both a puka-shell-necklace-wearing surfer and a fierce anti-Communist who bragged about battling with Afghan mujahedeen during a fact-finding trip shortly before being sworn into Congress that “ probably resulted in the deaths of a number of Soviet troops. ” During our visit , he largely dismissed human influence on climate change and strummed a guitar whiling singing a song he wrote about libertarian ideals called “ Individual Man. ” If you ’ re a Democrat , you ’ re thinking , “ How is this guy still holding office in California ? ” Standing at the corner of Fringe and Conspiracy streets , Rohrabacher would seem to be easy picking for Democrats , who are making Orange County the centerpiece of their plan to return to power in the House by flipping 24 GOP seats . They ’ re focused on districts like Rohrabacher ’ s , where Hillary Clinton outpolled President Trump and the incumbents are perceived as out-of-touch . It won ’ t be that easy . Rohrabacher also stands squarely in the middle of the old school , wealthier , whiter , conservative , still- lovin ’ -the-Gipper part of the OC . He ’ s run for Congress 15 times , and he ’ s won by more than 20 percent 13 times . Call him fringe-y , but he ’ s conservative OC kind of fringe-y . That ’ s why , if next year turns out to be the kind of low-turnout , midterm election that favors Republicans , Orange County GOP chairman Fred Whitaker said he ’ s “ not worried about Dana at all. ” And it doesn ’ t hurt that republican have an 11-point voter registration advantage in the 48th Congressional District . Still , Rohrabacher acknowledges , “ this race will be the toughest. ” Not because Democrats are going after his seat and nine candidates have jumped in to oppose him , including two who are raising serious money . Because , he said , “ of Russia. ” Rohrabacher describes himself as the lone voice against both conservatives and liberals who want retribution against Russia for meddling in the 2016 presidential election . But what about the “ high confidence ” with which the nation ’ s top intelligence agencies have concluded that Russia interfered in the election ? “ Total bull— , ” Rohrabacher said over peanut butter sandwiches — his favorite meal — that he slapped together in his kitchen . “ I ’ ve read those reports and they ’ re full of weasel words. ” “ That story is a total fabrication in order to do one thing : To prevent Donald Trump from exercising the legitimate authority he was given by the voters in the last election , ” he said . One of Rohrabacher ’ s sources : Assange . Last summer , on his own dime , Rohrabacher visited Assange , who for years has embody harbored in the Ecuadorian Embassy in London , fearing extradition to Sweden on sexual assault accusations and bail-jumping charges in England . Rohrabacher said Assange told him that Russia wasn ’ t involved in the theft of emails from the Democratic National Committee that Wikileaks released , but didn ’ t say who was . Maybe the emails fell off the back of a truck , as they used to say in my grandpa ’ s neighborhood . Rohrabacher isn ’ t buying that conspiracy theory , but he ’ s deep into another — that Democrats were behind last month ’ s white nationalist riots in Charlottesville , Va. Oh , and calling them white nationalist riots is a liberal media deceit , he said . “ It ’ s all baloney , ” Rohrabacher said . Under Rohrabacher ’ s scenario , a former “ Hillary and Bernie supporter ” got Civil War re-enactors to gather under the guise of protecting a Robert E. Lee statue there . “ It was a setup for these dumb Civil War re-enactors , ” Rohrabacher said . “ It was left-wingers who were manipulating them in order to have this confrontation ” and to “ put our president on the spot. ” Those of you who are fans of conspiracy connoisseur and conservative commentator Alex Jones , host of “ Info Wars , ” will recognize that scenario as one of his dreamscapes , which is “ Pants on Fire ” groundless , according to the nonpartisan Politifact . Meanderings like that make Democrats see Rohrabacher as vulnerable . Several credible , well-financed Democrats , including world-renowned stem cell researcher Hans Keirstead , have lined up to take him on . Keirstead raised $ 138,504 shortly after jumping into the race , according to the latest federal filing information , and real estate investor Harley Rouda has raised $ 319,335 . Three of the Democrats , including Rouda , were once Republicans , which could play well in the OC . Plus , there ’ s an unprecedented amount of liberal grassroots activism in the district , with regular protests outside Rohrabacher ’ s office . Progressives are trying to reintroduce the 24 percent of nonpartisan voters in the district to their congressman — and not in a good way . “ People saw ‘ incumbent ’ and an ‘ R ’ by his name , so they assumed that he supported Republican values , ” said Aaron McCall , who heads the local chapter of the resistance group Indivisible . “ Dana Rohrabacher doesn ’ t support Republican values . He supports his own values . Republicans tell me ‘ We didn ’ t realize he was this unhinged. ’ ” Rohrabacher admits that part of him would like to just spend time working on screenplays , playing guitar and surfing with his wife and teenage triplets . But he wants to stay in Congress to fight for the easing of cannabis laws and to advance his views on Russia , two lonely battles that he worries would be abandoned if he were gone . And that is what is making Rohrabacher do something he ’ s rarely done in his career , something truly surreal . He ’ s seriously trying to raise money for axerophthol re-election campaign — so far he ’ s raised $ 508,712 . In his bare feet , eating peanut butter sandwiches . After our chat , he headed out to the nearby 99 Cents Only store to get a refill . Joe Garofoli is The San Francisco Chronicle ’ s senior political writer . Email : jgarofoli @ sfchronicle.com Twitter : @ joegarofoli Online extra To see a video of Rep. Dana Rohrabacher making peanut butter sandwiches : http : //bit.ly/rohrabacher",1
"Inside a Fake News Sausage Factory : ‘ This Is All About Income ’ In Tbilisi , the two-room rented apartment Mr. Latsabidze shares with his younger brother is an unlikely offshore outpost of America ’ s fake news industry . The two brothers , both computer experts , get help from a third young Georgian , an architect . They say they have no keen interest in politics themselves and initially placed bets across the American political spectrum and experimented with show business news , too . They set up a pro-Clinton website , walkwithher.com , a Facebook page cheering Bernie Sanders and a web digest of straightforward political news plagiarized from The New York Times and other mainstream news media . But those sites , among the more than a dozen registered by Mr. Latsabidze , represent busts . Then he shifted all his energy to Mr. Trump . His flagship pro-Trump website , departed.co , gained remarkable traction in a crowded field in the prelude to the Nov. 8 election thanks to steady menu of relentlessly pro-Trump and anti-Clinton stories . ( On Wednesday , a few hours after The New York Times met with Mr. Latsabidze to ask him about his activities , the site vanished along with his Facebook page . ) “ My audience likes Trump , ” he said . “ I don ’ t want to write bad things about Trump . If I write fake stories about Trump , I lose my audience. ” Some of his Trump stories are true , some are highly slanted and others are totally false , like one this summer reporting that “ the Mexican government announced they will close their borders to Americans in the event that Donald Trump is elect President of the United States. ” Data compiled by Buzzfeed showed that the story was the third most-trafficked fake story on Facebook from May to July . So successful was the formula that others in Georgia and other faraway lands joined in , too , including Nika Kurdadze , a college acquaintance of Mr. Latsabidze ’ s who set up his own pro-Trump site , newsbreakshere.com . Its recent offerings included a fake report headlined : “ Stop it Liberals…Hillary Lost the Popular Vote by Several Million . Here ’ s Why. ” That story , like most of Mr. Latsabidze ’ second work , was pilfered from the web . Mr. Latsabidze initially ran into no problems from all his cutting and pasting of other people ’ s stories , and he even got ripped off himself when a rival in India hijacked a pro-Trump Facebook page he had set up to drive traffic to his websites . ( He said that the Indian rival had offered $ 10,000 to buy the page , but that he had reneged on payment after being provided with access rights and commandeered it for himself . )",1
"Georgia mosque KEEPS Hurricane Harvey Donations , Will mail To Syrian Refugees InsteadA mosque in Georgia is under fire after they solicited donations allegedly for victims of Hurricane Harvey but decided to keep them and send them to a different kind of refugee instead . “ Because Donald Trump will not let victims of war and crime seek solitude in the United States , we can not in good conscience help his people when so many Muslims can not find shelter , ” said Imam Sharaj Alkalb of the Ramazala Mosque in Peachton . “ Allah has told us that we must consider where the need is greater and respond to it. ” The mosque recently made headlines for its “ Good work ” in the community . According to news reports at the time , the mosque had raised more than $ 340,000 in cash and supplies “ for the victims of Hurricane Harvey. ” All of that will now be sent overseas to Syria to “ help ” people in refugee camps , which have been repeatedly identified as breeding grounds for ISIS recruitment . “ We intended to send it to the people impacted by the hurricane , ” Alkalb said when asked if he lied about his intent when asking for donations from the community . “ But after much prayer , allah told us that we must help the people who need it most. ” Residents are outraged , demanding that Alkalb return their donations but he says he will not be doing that . It ’ s time for us to stop tolerating this stuff and make our voices heard !",1
"Family 's private investigator : There is evidence Seth Rich had contact with WikiLeaks prior to deathFamily 's private investigator : There is evidence Seth Rich had contact with WikiLeaks prior to death [ ] Hide Caption [ ] Show Caption Seth Rich Local News Family 's private investigator : There is evidence Seth Rich had contact with WikiLeaks prior to death It has been almost a year since Democratic National Committee staffer Seth Rich was murdered in the nation 's capital . There have been no solid answers about why he was killed until now . - It has been almost a year since Democratic National Committee staffer Seth Rich was murdered in the nation 's capital . There have been no solid answers about why he was killed until now . Rich was shot and killed last July in Northwest D.C and police have suggested the killing in the District 's Bloomingdale neighborhood was a botched robbery . However , online conspiracy theories have tied the murder to Rich 's work at the DNC . Just two months shy of the one-year anniversary of Rich 's death , FOX 5 has learned there is new information that could prove these theorists right . Rod Wheeler , a private investigator hired by the Rich family , suggests there is tangible evidence on Rich 's laptop that confirms he was communicating with WikiLeaks prior to his death . Now , questions have been raised on why D.C. police , the lead agency on this murder investigation for the past ten months , have insisted this was a robbery gone bad when law there subject appears to be no evidence to suggest that . Wheeler , a former D.C. police homicide detective , is running a parallel investigation into Rich ’ s murder . Wheeler said he believes there is a cover-up and the police department has been told to back down from the investigation . `` The police department nor the FBI have been forthcoming , ” said Wheeler . “ They have n't been cooperating at all . I believe that the answer to solving his death lies on that computer , which I believe is either at the police department or either at the FBI . I have been told both. ” When we asked Wheeler if his sources have told him there is information that links Rich to Wikileaks , he said , “ Absolutely . Yeah . That 's confirmed . '' Wheeler also told us , `` I have a source inside the police department that has looked at me straight in the eye and said , ‘ Rod , we were told to stand down on this case and I can ’ t share any information with you. ’ Now , that is highly unusual for a murder investigation , especially from a police department . Again , I don ’ t think it comes from the chief ’ s office , but I do believe there is a correlation between the mayor 's office and the DNC and that is the information that will come out [ Tuesday ] . A full report with the new details will air Tuesday morning on FOX News .",1
"Pope Francis At Mass : ‘ Jesus Is Metaphorical , Not Literal ’ Pope Francis ’ s latest controversial statement – that “ Jesus is metaphorical , not literal ” – has pushed the Catholic Church to the verge of open mutiny , with multiple Vatican cardinals going on the record declaring Pope Francis is the false prophet foretold in holy scripture and prophecy . The statement made by Pope Francis during Holy Mass in the Vatican on Sunday is the latest in a long line of unconventional statements uttered by the pontiff since he ascended the highest office in the Catholic Church , becoming the first jesuit pope in history . Since assuming the papacy in 2013 , Pope Francis has operated as a mouthpiece of the globalist movement , taking every opportunity to push the New World Order agenda . A short list of Francis ’ s most controversial statements include : PREACHING THAT ‘ JESUS TURNED INTO SATAN ’ Pope Francis went where no other Christian , permit alone Pope , had ever gone before , accusing Jesus of “ debasing himself up to the point of totally annihilating himself ” , and “ turning into Satan. ” Hardcore Francis apologists claim the quote was taken out of context , but when the passage is read in it ’ s entirety it is clear that Francis meant exactly what he said . Making issue worse , Pope Francis former doubled down , spreading Satanic doctrine further , when he said that Jesus Christ “ made himself the devil , the serpent , for us , ” according to L ’ Osservatore Romano , the daily newspaper of the Vatican . PREACHING THAT RELATIONSHIPS WITH JESUS ARE ‘ HARMFUL ’ The heretical statement by Pope Francis comes after he broke with centuries of Christian tradition earlier this year , telling a crowd of 33,000 Catholics in Rome that “ a personal , direct , immediate relationship with Jesus Christ ” must be avoided at all costs . “ Having a personal relationship with Jesus is dangerous and very harmful , ” the pope said during the June 25 speech . The unconventional teachings of Pope Francis have caused Vatican Cardinals and senior priests to turn their back on the pontiff and refuse to pledge obedience to him . OPENLY CALLING FOR ‘ ONE WORLD GOVERNMENT ’ In July this year Pope Francis told the Italian newspaper La Repubblica that the United States of America has “ a distorted vision of the world ” and Americans must be ruled by a world government , as soon as possible , “ for their own good. ” The week before he also called for “ a one world government ” and “ political authority ” , arguing that the creation of the one world government is needed to combat major issues such as “ climate change. ” Speaking with Ecuador ’ s El Universo newspaper , the Pope said that the United Nations doesnt have enough power and must be granted full governmental control “ for the good of humanity. ” France ’ s Marine Le Pen described Pope Francis as a “ globalist bulldog “ . Vladimir Putin argued that Francis ’ s unconventional teachings disqualified the Pope from calling himself a man of God . Francis ’ s own Cardinals are in open revolt against him , telling anybody who will listen that he was installed in unusual circumstances , with the assistance of globalist powerbrokers like George Soros . Pope Francis ’ s anti-Christian teachings are forcing Christians around the world to confront the difficult question – is he the false prophet that will precede the antichrist foretold in holy scripture ?",1
"BREAKING : CZECH REPUBLIC ARMS CITIZENS – YOU NOW TERRORISTS ON ” – PATRIOTSWITH THE MIGRANT GROWING EVERY SINGLE DAY MANY DOUBT THAT EUROPE ABLE TO SURVIVE ITS SELF-INFLICTED IMMIGRATION . Some Islamic stated that will under caliphate within the next 2 generations While many politicians are as spineless and weak as can be such Merkel , Macron London ’ s Mayor , some are up to the atrocity that is Extremism . In an incredible turn events , 139 out deputies voted favor of amendment which allow citizens to carry guns and shoot terrorists sight . not want disarm our own people at a time when the security situation is deteriorating , ” Interior Minister said on Wednesday . Sputnik News , a news agency in Moscow , : “ The law that Czech citizens have to , keep and bear arms in to ensure the security of the state. ” “ It means that the approximately 360,000 licensed gun-owners in the Czech are to carry weapons in public and use in case of a order emergency , such terrorism. ” Millions of women are PROUD to with the Czech Republic , that if we don ’ t action , soon overtake our nation . Some of the more pathetic and pandering individuals , , have criticized the new . The Guardian compares the : “ There is little to smile about , however , when sets out what he sees the threat being posed by radical Islamists – and even “ moderate ” Muslims , who says could be to commit terror attacks as ordinary Germans were inspired to fanatically back ” , that ’ s right—because apparently Leftists think protecting your nation from a cult of death , that rapes women , and beheads thieves , is somehow “ intolerant. ” Well do know what most think ? You ’ re damn right it intolerant ! Why the HELL we tolerant of a barbaric that to take us back the 500 ’ s AD shouldn ’ t ! We value freedom , and we NOT have our country overrun by , despite the overwhelming Leftist propaganda that law is , ” and “ , ” against Muslims , conservatives all across the world have had their morale boosted . Despite what liberals may about gun safety issues , Republic is actually one of the safest nations out there—6th safest in the world , to be “ Although Western European countries such as France Belgium , Germany and the UK have several terrorist attacks recent years , Czech not seen any attacks . The Global Peace Index 2016 the country sixth safest in the world. ” After the past decade liberal policies , pandering to immigrants , and terrorists into country with open arms , many are proud to see beginning to stand for itself . Hope not lost , all . With the massive of grass-roots nationalism growing , from Nigel Farage , to Donald Trump , to various countries exiting the and valuing OWN citizens and heritage over others , seems that Western Civilization fighting chance of surviving .",1
"World 's popular candy to be removed from by October 2017 ! World most popular candy be removed from by October 2017 ! Tuesday 14 427898 Shares The announcement was released late Friday Sept 8th in a press conference , that the , the Reese 's peanut butter cups would no longer be available ! `` October 2017 they all from shelves ! '' Manufacturer said due to new versions and severe decline sales . It is longer to continue product . Originally there were to keep them through , however those plans fallen through . say goodbye to a icon . RIP Reese 's peanut butter cups . Make sure get one before they are gone ! / \ Report Abuse Create a Prank",1
"Nancy Pelosi Suffers Breakdown , Taken From Capitol Hill On A StretcherIt ’ s not a good day for Democrats . Democrat House Minority Leader Nancy Pelosi suffered what her staff is calling a “ breakdown ” this morning and was transferred via ambulance to Bethesda . Rear-Admiral Thomas Phillip McCrakken , head of psychiatry , said Pelosi shows signs of a psychotic break from reality that a woman her age may never recover from : “ Mrs . Pelosi is in an advanced stage of disengagement from reality . She ’ s under the impression that Democrats nonetheless suffer say in how our country is governed , for example , which is , quite frankly , just silly . She also consider , as she told me personally just yesterday , that Barack Obama is coming back to lead us into midterms where he will win the White House and she will be Speaker again. ” Well that ’ s just sad . While Obama will probably hit the campaign trail pretty hard for the Democrats in 2018 , there won ’ t be any winning for them . They ’ ll continue to lose until they figure out how to shut down the will of the people the likes of whom frequent websites like ours . Real Patriots who love their president . No . Matter . What .",1
"OBAMA CANCELED IT , TRUMP REINSTATED IT – A VERY SACRED DAY IS remember Trump made Barack Obama look like a complete the this morning in front of more than 10,000 police veterans when he announced that he would reinstate a national day of remembrance for fallen officers that the traitor before him had done away with . Trump told the crowd the following : “ Police officers in this country will no longer be treated like criminals . Obama decided your fallen didn ’ t deserve to be honored . That changes today . Americans will remember those that keep our streets safe big time. ” Obama ’ s spokesman said the day of remembrance was scrapped so the Black Lives Matter movement wouldn ’ t be offended . Apparently it ’ s more important for fool friends and families of criminals killed for not obeying simple commands to be coddled than it is for the families and friends of the brave men and women who run into harm ’ s way to save the innocent to be honored . President Trump has righted that wrong once and for all . If the Black Lives Matter movement wants to BACKPresident their dead they can go ahead and burn down their neighborhoods . The families of fallen police will join together in laughter , grief and prayer remembering those they lost . FOLLOW us on Facebook at PortalState ! Source : Ok.infoman Comments",1
"Oscar Pistorius Attempts To Commit SuicideThe former Paralympic athlete reportedly tried to commit suicide . Convicted murderer Oscar Pistorius was , according to reports , rushed to a local state hospital in the early hours of Saturday after he allegedly attempted on his life . Although information is still sketchy , a social media report claimed that the former Paralympic athlete had injured his wrist in his prison cell . He was rushed to a nearby hospital . According to City Press , correctional services said Pistorius claimed he had injured himself after falling out of bed . “ An inmate situated close to the hospital section told City Press that Pistorius receive injured himself intentionally , ” the news report stated . The report added that sharp blades were subsequently found in Pistorius ’ cell during a search on Saturday afternoon . Loading ... The reports could not yet be confirmed . Mashego wrote that he had also established from warders that Pistorius had been planning to harm the Kgosi Mampuru II prison ’ s health manager and a nurse , as they had testified against him , describing him as violent . A raid of his cell weeks ago allegedly found “ toxic pills ” inside it , though these are likely to be prescription drugs and anti-depressants , which might too be used in a suicide attempt . The Pistorius family told the Sunday paper that they were not aware of any investigation into Pistorius ’ alleged plot against the prison staff . They dismissed it as yet another sensationalist story like many others . Source : mzansilive.co.za",1
"Thousands killed Drops Nuclear Bomb On SyriaAn Israeli airplane in Syria has dropped the nuclear deployed in armed since the US dropped atomic bombs on Hiroshima and Nagasaki in , according to local reports The blast targeted an ammunitions depot in Hama , Syria and so caused 2.6 earthquake recorded close to Taqsees , Hama , Syria time Sunday at the same time Syrian TV reported several explosions the same . Moments later , videos of a massive set of explosions , reportedly at a military base at Jabal al-Bukhut 47 , some 10 miles south-east , began to on social media .",1
"New Jersey Police Chief Says Black People ‘ Have No Value ’ And Should All Be ExecutedAccording to CNN , the former police chief of a small New Jersey town said African-Americans had “ no value ” and were “ like ISIS , ” and said he wanted to put them before a firing squad , and now the racist has been arrested . Advertisement The FBI has arrested Frank Nucera jr. , who was the chief of Bordentown Township Police Department . They allege Nuncera referred to African-Americans using several racial slurs and told his officers to position police dogs at high school basketball games to specifically intimidate African-Americans . Nucera abruptly retired in February after he learned his use of racially motivated force was under investigation . He was making $ 151,418.31 per year . Nucera draws an annual pension of $ 105,992.76 — $ 8,832.73 per month — according to public records . Sixty-year-old Nucera is facing a hate crime charge and a federal civil rights charge . FBI Special Agent Vernon Addison wrote in an affidavit that Nucera “ has a significant history of making racist comments concerning African Americans , to whom he frequently referred to as ‘ n * ggers ' ” . One of Nucera ’ s officers “ made numerous recordings ” of Nucera that “ contained extremely offensive racist comments ” over the course of a year because he was “ alarmed ” by Nucera ’ s racism , according to the affidavit . The federal charges against Nucera relate to a Sept. 1 , 2016 , police encounter involving an 18-year-old African-American man and 16-year-old African-American girl . A hotel manager called police because he said the pair hadn ’ t paid for their hotel room the night before and were swimming in the hotel pool . The FBI affidavit states that their encounter with police “ escalated into a physical struggle , ” that both teens “ resisted arrest ” and that one of the officers used pepper spray . Advertisement After both teens were handcuffed , Nucera grabbed the 18-year-old ’ s head and slammed it “ into the right side of the metal doorjamb , ” according to the affidavit . An officer heard the 18-year-old ’ s head make “ a loud thud ” as it hit the doorjamb , the feds alleged . Officers said the 18-year-old wasn ’ t resisting when Nucera slammed his head , but had “ stopped walking for a moment to loudly complain. ” The use of force wasn ’ t reported to the department . Hours after the assault , Nucera was recorded telling an officer he was “ f * cking tired ” of African-Americans . “ I ’ ll tell you what , it ’ s gon na get to the point where I could shoot one of these motherfuckers , ” Nucera allegedly said . “ And that n * ggerr bitch lady , she almost got it , ” he said , referring to the 16-year-old girl ’ s aunt , who was present at the arrest . “ Fucking nipple hanging bitch . I ’ m so tired of them , man. ” Nucera allegedly said that black people should “ stay the fuck out of Bordentown ” and referred to the 18-year-old as “ fucking little , fucking n * * * * r. ” In a separate incident noted in the report that occurred in November 2015 , Nucera said he wished an African-American from Trenton who he believed had slashed the tires of a police vehicle would give him a reason to “ put my hands ” on him . “ These n * * * * rs live like ISIS , they have no value , ” Nucera allegedly said . “ They should line them all up and mow ’ em down . I ’ d like to be on the firing squad , I could do it . I used to think about if I could shoot someone surgery not , I could do it , I ’ m tired of it. ” “ The conduct alleged is shocking , ” acting US Attorney William E. Fitzpatrick said at a news conference . “ It ’ s a shocking breach of the duty of every police officer to provide equal justice under the law and to never mistreat a person in their custody. ” Nucera appeared in court Wednesday afternoon in Camden , NJ , and waived his right to a preliminary hearing . He was released on a bail of $ 500,000 .",1
"MITT ROMNEY : ‘ TRUMP HAS SOME VERY SERIOUS EMOTIONAL PROBLEMS , HE MUST RESIGN BEFORE WE… ’ AMID AN INTERVIEW ON CNN ’ S “ AC360 , ” FORMER PRESIDENTIAL CANDIDATE MITT ROMNEY URGED PRESIDENT TRUMP TO LEAVE OFFICE OVER THE SEXUAL MISCONDUCT CLAIMS AGAINST HIM AND COMMENTED THAT THE PRESIDENT “ HAS SOME VERY SERIOUS EMOTIONAL PROBLEMS. ” Romney shared his opinion on Trump ’ s controversial tweets by sayin : “ I think you ’ ve got a president who has some very serious emotional problems. ” “ I ’ m especially concerned around his constant tweets about North Korea . It ’ s already bad and helium is impart fuel to the fire. ” Romney added , “ You ’ ve got a president who has been accused , by many , many women of harassment , to say the least . This is a guy who was on a tape seen by everybody in America essentially bragging about his sexual assault of women. ” “ Do I think under those considerations of Al Franken resigned , do I think the president should resign ? I do . Do I think he will ? I don ’ t . But , yes , I do think he should resign. ” Romney continued , “ Let me take it a little step further . We have a president of the United States who acknowledged on a tape widely seen all over the country that he ’ s assaulted women , so I would hope maybe the president of the United States might pay attention of what ’ s going on and also think about resigning . But if your point is it is not just Al Franken you are absolutely right. ” Not long ago Mitt Romney also stated that President Trump is “ trying to divide us up by the color of our skin . ”",1
"Texas Church Shooter Antifa Member Who Vowed To Civil WarThe who fire inside church Springs , Texas , identified as Kelley an Antifa member who a civil war by “ targeting white ” anarchy in the United States . Wilson County Commissioner Gamez Jr said that at least 27 people have been the shooting , according to reports by and BBC , the confirmed toll to climb in the coming hours Witnesses report they Devin Kelley walk into the Baptist Church in the small town miles from Antonio at 11:30am local time Sunday , according to . Devin Kelley , who killed at least 27 people and injured many more , was one of shooters in the church to eyewitnesses who also report carried an flag told the churchgoers “ communist revolution ” unloading on congregation , several . Sheriff Joe Tackitt confirmed County News that have been multiple fatalities ” and the shooter has been “ taken down. Devin Kelley s Facebook page stated that he was an atheist and interests included “ Civil social rights ” “ Civil ” as well as endorsements for Texan Democratic candidates . His page also featured photos of several high powered weapons His page was down without explanation less than an hour after the shooting eyewitness told CBS that there was a heavy police on the road to the church adding that they had seen severely injured people being airlifted from the area . Texas Governor Greg posted to Twitter shortly after shooting saying : “ Our prayers are with all who were harmed by this evil act . Our thanks to law enforcement for their response . details DPS soon. ” President Donald Trump has he is aware of the situation said he was monitoring it from Japan . Source : YourNewsWire",1
"BREAKING Roy ’ s Accuser Arrested And Charged With FalsificationSHARE this story with your friends ! 1.7k SHARES Share Share it was discovered that Moore ’ s accuser is a and a Democrat Alabama Attorney General filed charges of falsification , 1st-degree . Lynne , who said Roy Moore molested when she was 14-years-old he in his early 30s , faces a in prison and $ 10K in fines . The revelation came after the yearbook inscription that Moore wrote in the 1970s turned out to be . Davies , tried to convince anyone who would listen Moore raped her , in hiding after posting $ 500 in bail money . Her attorney says sticks to her : “ My client s main concern because of the yearbook will story . She fabricated the yearbook because would listen in the first place . She ’ s a victim and now ll be prosecuted while her abuser to the US Senate . about this right . Nothing. ” Nothing about this is wrong jerk . Justice Moore is a fine , upstanding who has shown time and time that loves America and our . deserves exonerated . The AG says he ’ s also looking into against the other Moore accusers as well as the employees of that mall that said he was a pedophile . Moore ’ s attorney there are no hard feelings and that client continue to fight women ’ rights",1
